class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
barbell biceps curl,barbell biceps curl|num_180,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_1800001.jpg,data/barbell biceps curl/barbell biceps curl_1800011.jpg,data/barbell biceps curl/barbell biceps curl_1800021.jpg,data/barbell biceps curl/barbell biceps curl_1800031.jpg,data/barbell biceps curl/barbell biceps curl_1800041.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,data/barbell biceps curl/barbell biceps curl_1800051.jpg,0
barbell biceps curl,barbell biceps curl|num_190,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_1900001.jpg,data/barbell biceps curl/barbell biceps curl_1900011.jpg,data/barbell biceps curl/barbell biceps curl_1900021.jpg,data/barbell biceps curl/barbell biceps curl_1900031.jpg,data/barbell biceps curl/barbell biceps curl_1900041.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,data/barbell biceps curl/barbell biceps curl_1900051.jpg,0
barbell biceps curl,barbell biceps curl|num_20,train,7,1.0,61.0,numeric,data/barbell biceps curl/barbell biceps curl_200001.jpg,data/barbell biceps curl/barbell biceps curl_200011.jpg,data/barbell biceps curl/barbell biceps curl_200021.jpg,data/barbell biceps curl/barbell biceps curl_200031.jpg,data/barbell biceps curl/barbell biceps curl_200041.jpg,data/barbell biceps curl/barbell biceps curl_200051.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,data/barbell biceps curl/barbell biceps curl_200061.jpg,0
barbell biceps curl,barbell biceps curl|num_200,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2000001.jpg,data/barbell biceps curl/barbell biceps curl_2000011.jpg,data/barbell biceps curl/barbell biceps curl_2000021.jpg,data/barbell biceps curl/barbell biceps curl_2000031.jpg,data/barbell biceps curl/barbell biceps curl_2000041.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,data/barbell biceps curl/barbell biceps curl_2000051.jpg,0
barbell biceps curl,barbell biceps curl|num_210,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2100001.jpg,data/barbell biceps curl/barbell biceps curl_2100011.jpg,data/barbell biceps curl/barbell biceps curl_2100021.jpg,data/barbell biceps curl/barbell biceps curl_2100031.jpg,data/barbell biceps curl/barbell biceps curl_2100041.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,data/barbell biceps curl/barbell biceps curl_2100051.jpg,0
barbell biceps curl,barbell biceps curl|num_220,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2200001.jpg,data/barbell biceps curl/barbell biceps curl_2200011.jpg,data/barbell biceps curl/barbell biceps curl_2200021.jpg,data/barbell biceps curl/barbell biceps curl_2200031.jpg,data/barbell biceps curl/barbell biceps curl_2200041.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,data/barbell biceps curl/barbell biceps curl_2200051.jpg,0
barbell biceps curl,barbell biceps curl|num_230,train,7,1.0,61.0,numeric,data/barbell biceps curl/barbell biceps curl_2300001.jpg,data/barbell biceps curl/barbell biceps curl_2300011.jpg,data/barbell biceps curl/barbell biceps curl_2300021.jpg,data/barbell biceps curl/barbell biceps curl_2300031.jpg,data/barbell biceps curl/barbell biceps curl_2300041.jpg,data/barbell biceps curl/barbell biceps curl_2300051.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,data/barbell biceps curl/barbell biceps curl_2300061.jpg,0
barbell biceps curl,barbell biceps curl|num_240,val,8,1.0,71.0,numeric,data/barbell biceps curl/barbell biceps curl_2400001.jpg,data/barbell biceps curl/barbell biceps curl_2400011.jpg,data/barbell biceps curl/barbell biceps curl_2400021.jpg,data/barbell biceps curl/barbell biceps curl_2400031.jpg,data/barbell biceps curl/barbell biceps curl_2400041.jpg,data/barbell biceps curl/barbell biceps curl_2400051.jpg,data/barbell biceps curl/barbell biceps curl_2400061.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,data/barbell biceps curl/barbell biceps curl_2400071.jpg,0
barbell biceps curl,barbell biceps curl|num_250,train,4,11.0,41.0,numeric,data/barbell biceps curl/barbell biceps curl_2500011.jpg,data/barbell biceps curl/barbell biceps curl_2500021.jpg,data/barbell biceps curl/barbell biceps curl_2500031.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,data/barbell biceps curl/barbell biceps curl_2500041.jpg,0
barbell biceps curl,barbell biceps curl|num_260,val,8,1.0,71.0,numeric,data/barbell biceps curl/barbell biceps curl_2600001.jpg,data/barbell biceps curl/barbell biceps curl_2600011.jpg,data/barbell biceps curl/barbell biceps curl_2600021.jpg,data/barbell biceps curl/barbell biceps curl_2600031.jpg,data/barbell biceps curl/barbell biceps curl_2600041.jpg,data/barbell biceps curl/barbell biceps curl_2600051.jpg,data/barbell biceps curl/barbell biceps curl_2600061.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,data/barbell biceps curl/barbell biceps curl_2600071.jpg,0
barbell biceps curl,barbell biceps curl|num_270,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2700001.jpg,data/barbell biceps curl/barbell biceps curl_2700011.jpg,data/barbell biceps curl/barbell biceps curl_2700021.jpg,data/barbell biceps curl/barbell biceps curl_2700031.jpg,data/barbell biceps curl/barbell biceps curl_2700041.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,data/barbell biceps curl/barbell biceps curl_2700051.jpg,0
barbell biceps curl,barbell biceps curl|num_280,val,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2800001.jpg,data/barbell biceps curl/barbell biceps curl_2800011.jpg,data/barbell biceps curl/barbell biceps curl_2800021.jpg,data/barbell biceps curl/barbell biceps curl_2800031.jpg,data/barbell biceps curl/barbell biceps curl_2800041.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,data/barbell biceps curl/barbell biceps curl_2800051.jpg,0
barbell biceps curl,barbell biceps curl|num_290,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_2900001.jpg,data/barbell biceps curl/barbell biceps curl_2900011.jpg,data/barbell biceps curl/barbell biceps curl_2900021.jpg,data/barbell biceps curl/barbell biceps curl_2900031.jpg,data/barbell biceps curl/barbell biceps curl_2900041.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,data/barbell biceps curl/barbell biceps curl_2900051.jpg,0
barbell biceps curl,barbell biceps curl|num_30,val,7,1.0,61.0,numeric,data/barbell biceps curl/barbell biceps curl_300001.jpg,data/barbell biceps curl/barbell biceps curl_300011.jpg,data/barbell biceps curl/barbell biceps curl_300021.jpg,data/barbell biceps curl/barbell biceps curl_300031.jpg,data/barbell biceps curl/barbell biceps curl_300041.jpg,data/barbell biceps curl/barbell biceps curl_300051.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,data/barbell biceps curl/barbell biceps curl_300061.jpg,0
barbell biceps curl,barbell biceps curl|num_300,train,5,1.0,41.0,numeric,data/barbell biceps curl/barbell biceps curl_3000001.jpg,data/barbell biceps curl/barbell biceps curl_3000011.jpg,data/barbell biceps curl/barbell biceps curl_3000021.jpg,data/barbell biceps curl/barbell biceps curl_3000031.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,data/barbell biceps curl/barbell biceps curl_3000041.jpg,0
barbell biceps curl,barbell biceps curl|num_310,val,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_3100001.jpg,data/barbell biceps curl/barbell biceps curl_3100011.jpg,data/barbell biceps curl/barbell biceps curl_3100021.jpg,data/barbell biceps curl/barbell biceps curl_3100031.jpg,data/barbell biceps curl/barbell biceps curl_3100041.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,data/barbell biceps curl/barbell biceps curl_3100051.jpg,0
barbell biceps curl,barbell biceps curl|num_320,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_3200001.jpg,data/barbell biceps curl/barbell biceps curl_3200011.jpg,data/barbell biceps curl/barbell biceps curl_3200021.jpg,data/barbell biceps curl/barbell biceps curl_3200031.jpg,data/barbell biceps curl/barbell biceps curl_3200041.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,data/barbell biceps curl/barbell biceps curl_3200051.jpg,0
barbell biceps curl,barbell biceps curl|num_330,train,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_3300001.jpg,data/barbell biceps curl/barbell biceps curl_3300011.jpg,data/barbell biceps curl/barbell biceps curl_3300021.jpg,data/barbell biceps curl/barbell biceps curl_3300031.jpg,data/barbell biceps curl/barbell biceps curl_3300041.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,data/barbell biceps curl/barbell biceps curl_3300051.jpg,0
barbell biceps curl,barbell biceps curl|num_340,test,6,1.0,51.0,numeric,data/barbell biceps curl/barbell biceps curl_3400001.jpg,data/barbell biceps curl/barbell biceps curl_3400011.jpg,data/barbell biceps curl/barbell biceps curl_3400021.jpg,data/barbell biceps curl/barbell biceps curl_3400031.jpg,data/barbell biceps curl/barbell biceps curl_3400041.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,data/barbell biceps curl/barbell biceps curl_3400051.jpg,0
